stage,years,rep,freq_hz,S_phi_Phi0^2_per_Hz,sqrt_S_phi_Phi0_per_sqrtHz
fresh,0.0,0,9.219468447849993,1.976177048569755e-06,0.0014057656449670958
fresh,0.0,0,9.732743861581504,2.5356048374409683e-06,0.0015923582629047298
fresh,0.0,0,10.274594854461801,2.419380475438786e-06,0.0015554357831292123
fresh,0.0,0,10.846612314544045,2.2148814707318e-06,0.0014882477853945559
fresh,0.0,0,11.450475699382812,2.291944714641959e-06,0.001513917010487021
fresh,0.0,0,12.087957966963438,1.7728751253946543e-06,0.0013314935694154345
fresh,0.0,0,12.760930781150918,2.015639031245433e-06,0.001419732027970572
fresh,0.0,0,13.471370006941845,2.043771228639672e-06,0.0014296052702196058
fresh,0.0,0,14.221361511653361,1.5061350172691025e-06,0.0012272469259562652
fresh,0.0,0,15.013107289081727,1.8682380685570963e-06,0.0013668350553585815
fresh,0.0,0,15.848931924611142,1.3846879345965042e-06,0.0011767276382394119
fresh,0.0,0,16.73128942025444,1.3095268545661807e-06,0.00114434560101666
fresh,0.0,0,17.662770399664428,1.5090753547060795e-06,0.0012284442822961404
fresh,0.0,0,18.64610971426956,1.3975992897132613e-06,0.0011822010360819607
fresh,0.0,0,19.684194472866114,1.3698120893290504e-06,0.0011703897168588975
fresh,0.0,0,20.780072518241717,1.0959395355273571e-06,0.0010468713080065558
fresh,0.0,0,21.93696137571797,1.0984179781189206e-06,0.001048054377462792
fresh,0.0,0,23.15825769988508,1.2666455383627314e-06,0.0011254534812077891
fresh,0.0,0,24.44754724726473,1.1343718832449232e-06,0.0010650689570374883
fresh,0.0,0,25.808615404180742,7.961296233127314e-07,0.0008922609614416241
fresh,0.0,0,27.245458300747902,1.0111391646115253e-06,0.0010055541579703827
fresh,0.0,0,28.76229454360988,9.324639590518668e-07,0.0009656417343155104
fresh,0.0,0,30.363577601873583,7.077660121895372e-07,0.0008412883050355195
fresh,0.0,0,32.054008882605935,8.358660204835778e-07,0.0009142570866466269
fresh,0.0,0,33.83855153428233,7.479840065024205e-07,0.0008648606861815495
fresh,0.0,0,35.722445018714645,6.729998347187619e-07,0.0008203656713434332
fresh,0.0,0,37.71122049424196,6.366705399456538e-07,0.0007979163740302951
fresh,0.0,0,39.810717055349734,6.01345389518491e-07,0.0007754646281543027
fresh,0.0,0,42.02709887639691,5.72975590835068e-07,0.0007569515115481757
fresh,0.0,0,44.366873309786115,6.021248710153597e-07,0.000775967055367275
fresh,0.0,0,46.83690999171267,5.632345109237825e-07,0.0007504895141997539
